Index,Source,Species,Tissue,Batch,FragPipe_result,Contaminant,Protein,Protein ID,Entry Name,Gene,Length,Is Decoy,Is Contaminant,Organism,Protein Description,Protein Existence,Coverage,Protein Probability,Top Peptide Probability,Protein Qvalue,Total Peptides,Unique Peptides,Razor Peptides,Total Spectral Count,Unique Spectral Count,Razor Spectral Count,Total Intensity,Unique Intensity,Razor Intensity,Razor Assigned Modifications,Razor Observed Modifications,Indistinguishable Proteins
83,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3B03G0733600.1,TraesCS3B03G0733600.1,TraesCS3B03G0733600.1,,192,False,False,,TraesCS3B03G0733600.1,,28.12,1.0,0.999,0.0,3,1,3,7,1,7,0,0,0,,,
84,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3B03G0786900.1,TraesCS3B03G0786900.1,TraesCS3B03G0786900.1,,248,False,False,,TraesCS3B03G0786900.1,,18.55,1.0,0.999,0.0,2,0,2,7,0,7,0,0,0,"30M(15.9949), N-term(42.0106)",,TraesCS3D03G0627700.1
85,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3B03G1041200.1,TraesCS3B03G1041200.1,TraesCS3B03G1041200.1,,343,False,False,,TraesCS3B03G1041200.1,,34.99,1.0,0.999,0.0,7,0,7,24,0,24,0,0,0,28M(15.9949),,TraesCS3D03G0846000.1
86,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3D03G0316500.1,TraesCS3D03G0316500.1,TraesCS3D03G0316500.1,,110,False,False,,TraesCS3D03G0316500.1,,16.36,1.0,0.999,0.0,2,2,2,2,2,2,0,0,0,,,
87,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3D03G0595800.1,TraesCS3D03G0595800.1,TraesCS3D03G0595800.1,,225,False,False,,TraesCS3D03G0595800.1,,19.56,1.0,0.999,0.0,2,2,2,6,6,6,0,0,0,4M(15.9949),,
88,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3D03G1030500.1,TraesCS3D03G1030500.1,TraesCS3D03G1030500.1,,403,False,False,,TraesCS3D03G1030500.1,,8.44,1.0,0.9989,0.0,2,0,2,3,0,3,0,0,0,,,TraesCS3D03G1030800.1
89,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0035800.1,TraesCS4A03G0035800.1,TraesCS4A03G0035800.1,,477,False,False,,TraesCS4A03G0035800.1,,16.56,1.0,0.9981,0.0,4,1,4,7,2,7,0,0,0,,,
90,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0057700.1,TraesCS4A03G0057700.1,TraesCS4A03G0057700.1,,272,False,False,,TraesCS4A03G0057700.1,,48.16,1.0,0.999,0.0,4,4,4,17,17,17,0,0,0,25M(15.9949),,
91,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0057800.1,TraesCS4A03G0057800.1,TraesCS4A03G0057800.1,,284,False,False,,TraesCS4A03G0057800.1,,19.72,1.0,0.999,0.0,2,2,2,4,4,4,0,0,0,,,
92,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0080900.1,TraesCS4A03G0080900.1,TraesCS4A03G0080900.1,,688,False,False,,TraesCS4A03G0080900.1,,11.19,1.0,0.999,0.0,4,1,4,10,2,10,0,0,0,,,
93,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0086900.1,TraesCS4A03G0086900.1,TraesCS4A03G0086900.1,,263,False,False,,TraesCS4A03G0086900.1,,15.21,1.0,0.999,0.0,3,0,3,7,0,7,0,0,0,,,"TraesCS4B03G0694300.1, TraesCS4D03G0621900.1"
94,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0107100.1,TraesCS4A03G0107100.1,TraesCS4A03G0107100.1,,525,False,False,,TraesCS4A03G0107100.1,,9.71,1.0,0.999,0.0,3,0,3,4,0,4,0,0,0,,,"TraesCS4B03G0676200.1, TraesCS4D03G0601100.1, TraesCS5A03G0822600.1, TraesCS5B03G0860700.1, TraesCS5D03G0784200.1"
95,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0196100.1,TraesCS4A03G0196100.1,TraesCS4A03G0196100.1,,809,False,False,,TraesCS4A03G0196100.1,,6.67,1.0,0.999,0.0,2,0,2,3,0,3,0,0,0,,,"TraesCS4B03G0579000.1, TraesCS4D03G0513900.1"
96,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0202400.1,TraesCS4A03G0202400.1,TraesCS4A03G0202400.1,,651,False,False,,TraesCS4A03G0202400.1,,19.97,1.0,0.999,0.0,6,0,3,12,0,6,0,0,0,,,"TraesCS4A03G0202400.2, TraesCS4B03G0573700.1, TraesCS4D03G0507200.1"
97,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0203800.1,TraesCS4A03G0203800.1,TraesCS4A03G0203800.1,,657,False,False,,TraesCS4A03G0203800.1,,20.09,1.0,0.999,0.0,6,0,2,18,0,11,0,0,0,"13M(15.9949), 1M(15.9949)",,"TraesCS4A03G0203800.2, TraesCS4B03G0571100.1, TraesCS4D03G0504900.1"
98,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0203900.1,TraesCS4A03G0203900.1,TraesCS4A03G0203900.1,,138,False,False,,TraesCS4A03G0203900.1,,14.49,1.0,0.9984,0.0,1,0,1,3,0,3,0,0,0,,,"TraesCS4B03G0570900.1, TraesCS4D03G0504800.1"
99,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0273200.1,TraesCS4A03G0273200.1,TraesCS4A03G0273200.1,,351,False,False,,TraesCS4A03G0273200.1,,21.65,1.0,0.999,0.0,5,4,4,13,12,12,0,0,0,18M(15.9949),,
100,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0281800.1,TraesCS4A03G0281800.1,TraesCS4A03G0281800.1,,602,False,False,,TraesCS4A03G0281800.1,,8.64,1.0,0.999,0.0,2,0,2,4,0,4,0,0,0,,,"TraesCS4A03G0281800.2, TraesCS4B03G0485900.1, TraesCS4D03G0433500.1"
101,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0357800.1,TraesCS4A03G0357800.1,TraesCS4A03G0357800.1,,463,False,False,,TraesCS4A03G0357800.1,,7.34,1.0,0.999,0.0,2,0,2,2,0,2,0,0,0,,,"TraesCS4D03G0331300.1, TraesCSU03G0069200.1"
102,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0540100.1,TraesCS4A03G0540100.1,TraesCS4A03G0540100.1,,377,False,False,,TraesCS4A03G0540100.1,,8.75,1.0,0.9987,0.0,2,0,2,3,0,3,0,0,0,,,"TraesCS4A03G0540100.2, TraesCS4D03G0203800.1"
103,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0569900.1,TraesCS4A03G0569900.1,TraesCS4A03G0569900.1,,515,False,False,,TraesCS4A03G0569900.1,,11.65,1.0,0.999,0.0,4,0,2,10,0,6,0,0,0,,,TraesCS4A03G0569900.2
104,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0616200.1,TraesCS4A03G0616200.1,TraesCS4A03G0616200.1,,938,False,False,,TraesCS4A03G0616200.1,,3.3,1.0,0.999,0.0,2,0,2,4,0,4,0,0,0,,,"TraesCS4B03G0188000.1, TraesCS4D03G0154700.1"
105,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0658300.1,TraesCS4A03G0658300.1,TraesCS4A03G0658300.1,,455,False,False,,TraesCS4A03G0658300.1,,23.52,1.0,0.999,0.0,6,5,6,16,15,16,0,0,0,,,
106,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0694400.1,TraesCS4A03G0694400.1,TraesCS4A03G0694400.1,,652,False,False,,TraesCS4A03G0694400.1,,7.06,1.0,0.999,0.0,2,0,2,5,0,5,0,0,0,,,"TraesCS4B03G0101400.1, TraesCS4D03G0083900.1"
107,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0697400.1,TraesCS4A03G0697400.1,TraesCS4A03G0697400.1,,261,False,False,,TraesCS4A03G0697400.1,,11.49,1.0,0.999,0.0,2,0,2,7,0,7,0,0,0,,,"TraesCS4B03G0098100.1, TraesCS4B03G0098100.2, TraesCS4D03G0082800.1, TraesCS4D03G0082800.2"
108,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0724400.1,TraesCS4A03G0724400.1,TraesCS4A03G0724400.1,,989,False,False,,TraesCS4A03G0724400.1,,8.7,1.0,0.999,0.0,3,0,3,10,0,10,0,0,0,,,"TraesCS4B03G0069800.1, TraesCS4D03G0048900.1"
109,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0728900.1,TraesCS4A03G0728900.1,TraesCS4A03G0728900.1,,465,False,False,,TraesCS4A03G0728900.1,,14.41,1.0,0.999,0.0,2,0,2,3,0,3,0,0,0,N-term(42.0106),,"TraesCS4A03G0728900.2, TraesCS4A03G0728900.3, TraesCS4B03G0063000.1, TraesCS4B03G0063000.2, TraesCS4D03G0043900.1, TraesCS4D03G0043900.2"
110,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0749300.1,TraesCS4A03G0749300.1,TraesCS4A03G0749300.1,,588,False,False,,TraesCS4A03G0749300.1,,20.75,1.0,0.999,0.0,10,0,2,39,0,5,0,0,0,,,TraesCS4A03G0749600.1
111,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0818700.2,TraesCS4A03G0818700.2,TraesCS4A03G0818700.2,,443,False,False,,TraesCS4A03G0818700.2,,8.58,1.0,0.999,0.0,2,1,2,4,2,4,0,0,0,N-term(42.0106),,
112,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0825100.1,TraesCS4A03G0825100.1,TraesCS4A03G0825100.1,,157,False,False,,TraesCS4A03G0825100.1,,35.03,1.0,0.999,0.0,3,0,2,5,0,4,0,0,0,,,"TraesCS5B03G1319400LC.1, TraesCS5D03G1178100LC.1"
113,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G1133700.1,TraesCS4A03G1133700.1,TraesCS4A03G1133700.1,,559,False,False,,TraesCS4A03G1133700.1,,10.02,1.0,0.999,0.0,2,0,2,3,0,3,0,0,0,,,"TraesCS4A03G1133700.2, TraesCS4A03G1133700.3, TraesCS7A03G0078100.1, TraesCS7A03G0078100.2, TraesCS7D03G0074700.1, TraesCS7D03G0074700.2"
114,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4B03G0003800.1,TraesCS4B03G0003800.1,TraesCS4B03G0003800.1,,307,False,False,,TraesCS4B03G0003800.1,,33.55,1.0,0.999,0.0,6,6,6,18,18,18,0,0,0,,,
115,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4B03G0036600.1,TraesCS4B03G0036600.1,TraesCS4B03G0036600.1,,616,False,False,,TraesCS4B03G0036600.1,,21.59,1.0,0.999,0.0,11,1,8,40,3,31,0,0,0,13M(15.9949),,
116,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4B03G0139700.1,TraesCS4B03G0139700.1,TraesCS4B03G0139700.1,,457,False,False,,TraesCS4B03G0139700.1,,24.51,1.0,0.999,0.0,4,3,3,6,5,5,0,0,0,,,
117,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4B03G0231600.1,TraesCS4B03G0231600.1,TraesCS4B03G0231600.1,,488,False,False,,TraesCS4B03G0231600.1,,17.62,1.0,0.999,0.0,5,0,5,16,0,16,0,0,0,1M(15.9949),,"TraesCS4B03G0231600.2, TraesCS4B03G0231600.3, TraesCS4D03G0194000.1"
118,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4B03G0402500.1,TraesCS4B03G0402500.1,TraesCS4B03G0402500.1,,82,False,False,,TraesCS4B03G0402500.1,,19.51,1.0,0.999,0.0,2,2,2,5,5,5,0,0,0,N-term(42.0106),,
119,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4B03G0489300.1,TraesCS4B03G0489300.1,TraesCS4B03G0489300.1,,359,False,False,,TraesCS4B03G0489300.1,,18.94,1.0,0.999,0.0,4,0,4,24,0,24,0,0,0,14M(15.9949),,TraesCS4B03G0489300.2
120,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4B03G0494900.1,TraesCS4B03G0494900.1,TraesCS4B03G0494900.1,,363,False,False,,TraesCS4B03G0494900.1,,25.34,1.0,0.999,0.0,5,4,4,6,5,5,0,0,0,,,
121,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4B03G0699800.1,TraesCS4B03G0699800.1,TraesCS4B03G0699800.1,,748,False,False,,TraesCS4B03G0699800.1,,5.48,1.0,0.999,0.0,2,2,2,8,8,8,0,0,0,,,
122,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4B03G0730800.1,TraesCS4B03G0730800.1,TraesCS4B03G0730800.1,,272,False,False,,TraesCS4B03G0730800.1,,47.06,1.0,0.999,0.0,6,1,6,21,1,21,0,0,0,25M(15.9949),,
123,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4B03G0869600.1,TraesCS4B03G0869600.1,TraesCS4B03G0869600.1,,799,False,False,,TraesCS4B03G0869600.1,,5.38,1.0,0.9983,0.0,2,0,2,3,0,3,0,0,0,,,"TraesCS4D03G0766900LC.1, TraesCS5A03G1185000.1, TraesCS5A03G1185000.2"
124,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4B03G0986000.1,TraesCS4B03G0986000.1,TraesCS4B03G0986000.1,,187,False,False,,TraesCS4B03G0986000.1,,33.69,1.0,0.999,0.0,3,0,3,7,0,7,0,0,0,2M(15.9949),,"TraesCS4B03G0986000.2, TraesCS5A03G1286100.1"
125,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4D03G0003900LC.1,TraesCS4D03G0003900LC.1,TraesCS4D03G0003900LC.1,,318,False,False,,TraesCS4D03G0003900LC.1,,30.19,1.0,0.999,0.0,4,4,4,13,13,13,0,0,0,,,
126,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4D03G0026400.1,TraesCS4D03G0026400.1,TraesCS4D03G0026400.1,,704,False,False,,TraesCS4D03G0026400.1,,11.51,1.0,0.999,0.0,6,0,6,33,0,33,0,0,0,13M(15.9949),,TraesCS4D03G0026400.2
127,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4D03G0026600.1,TraesCS4D03G0026600.1,TraesCS4D03G0026600.1,,608,False,False,,TraesCS4D03G0026600.1,,19.9,1.0,0.999,0.0,9,0,6,24,0,15,0,0,0,,,TraesCS4D03G0026600.2
128,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4D03G0117900.1,TraesCS4D03G0117900.1,TraesCS4D03G0117900.1,,430,False,False,,TraesCS4D03G0117900.1,,28.84,1.0,0.999,0.0,7,7,7,25,25,25,0,0,0,,,
129,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4D03G0435400.1,TraesCS4D03G0435400.1,TraesCS4D03G0435400.1,,359,False,False,,TraesCS4D03G0435400.1,,18.94,1.0,0.999,0.0,4,0,2,20,0,10,0,0,0,14M(15.9949),,TraesCS4D03G0435400.2
130,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4D03G0440100.1,TraesCS4D03G0440100.1,TraesCS4D03G0440100.1,,352,False,False,,TraesCS4D03G0440100.1,,23.01,1.0,0.999,0.0,5,4,5,18,17,18,0,0,0,"26M(15.9949), 2M(15.9949)",,
131,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G0034100.1,TraesCS5A03G0034100.1,TraesCS5A03G0034100.1,,446,False,False,,TraesCS5A03G0034100.1,,25.34,1.0,0.999,0.0,6,1,6,18,3,18,0,0,0,,,
132,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G0130900.1,TraesCS5A03G0130900.1,TraesCS5A03G0130900.1,,222,False,False,,TraesCS5A03G0130900.1,,18.92,1.0,0.999,0.0,2,2,2,4,4,4,0,0,0,,,
133,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G0196100.1,TraesCS5A03G0196100.1,TraesCS5A03G0196100.1,,872,False,False,,TraesCS5A03G0196100.1,,5.85,1.0,0.999,0.0,3,0,3,4,0,4,0,0,0,N-term(42.0106),,"TraesCS5A03G0209300.1, TraesCS5B03G0221500.1, TraesCS5B03G0221500.2, TraesCS5B03G0222100.1, TraesCS5D03G0225300.1, TraesCS5D03G0226100.1"
134,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G0225700.1,TraesCS5A03G0225700.1,TraesCS5A03G0225700.1,,193,False,False,,TraesCS5A03G0225700.1,,10.88,1.0,0.999,0.0,2,0,2,3,0,3,0,0,0,,,"TraesCS5B03G0240900.1, TraesCS5D03G0239100.1"
135,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G0339000.1,TraesCS5A03G0339000.1,TraesCS5A03G0339000.1,,3595,False,False,,TraesCS5A03G0339000.1,,1.36,1.0,0.999,0.0,2,0,2,2,0,2,0,0,0,,,"TraesCS5A03G0339000.2, TraesCS5B03G0300800.1, TraesCS5D03G0282500.1"
136,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G0368300.1,TraesCS5A03G0368300.1,TraesCS5A03G0368300.1,,627,False,False,,TraesCS5A03G0368300.1,,6.38,1.0,0.9989,0.0,2,0,2,2,0,2,0,0,0,,,"TraesCS5B03G0369100.1, TraesCS5D03G0350700.1, TraesCS5D03G0350700.2"
137,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G0418600.1,TraesCS5A03G0418600.1,TraesCS5A03G0418600.1,,1051,False,False,,TraesCS5A03G0418600.1,,6.66,1.0,0.999,0.0,4,0,4,7,0,7,0,0,0,,,"TraesCS5A03G0418600.2, TraesCS5B03G0415600.1, TraesCS5D03G0386800.1"
138,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G0440000.1,TraesCS5A03G0440000.1,TraesCS5A03G0440000.1,,651,False,False,,TraesCS5A03G0440000.1,,5.22,1.0,0.999,0.0,2,0,2,2,0,2,0,0,0,,,"TraesCS5A03G0440000.2, TraesCS5B03G0434000.1, TraesCS5D03G0407800.1, TraesCS5D03G0407800.2"
139,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G0448600.1,TraesCS5A03G0448600.1,TraesCS5A03G0448600.1,,294,False,False,,TraesCS5A03G0448600.1,,6.46,1.0,0.999,0.0,1,0,1,3,0,3,0,0,0,7M(15.9949),,TraesCS5D03G0413400LC.1
140,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G0472800.5,TraesCS5A03G0472800.5,TraesCS5A03G0472800.5,,148,False,False,,TraesCS5A03G0472800.5,,23.65,1.0,0.999,0.0,2,0,2,4,0,4,0,0,0,,,TraesCS5B03G0468800.1
141,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G0627200.1,TraesCS5A03G0627200.1,TraesCS5A03G0627200.1,,781,False,False,,TraesCS5A03G0627200.1,,8.71,1.0,0.999,0.0,3,0,3,4,0,4,0,0,0,,,TraesCS5D03G0595900.2
142,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G0647900.1,TraesCS5A03G0647900.1,TraesCS5A03G0647900.1,,700,False,False,,TraesCS5A03G0647900.1,,7.14,1.0,0.999,0.0,3,0,3,17,0,17,0,0,0,"18M(15.9949), 30M(15.9949)",,"TraesCS5A03G0647900.2, TraesCS5A03G0647900.3, TraesCS5B03G0672800.1, TraesCS5B03G0672800.2, TraesCS5B03G0672800.3, TraesCS5D03G0614200.1"
143,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G0700000.1,TraesCS5A03G0700000.1,TraesCS5A03G0700000.1,,226,False,False,,TraesCS5A03G0700000.1,,8.41,1.0,0.999,0.0,1,0,1,5,0,5,0,0,0,5M(15.9949),,"TraesCS5B03G0735500.1, TraesCS5D03G0666500.2"
144,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G0850600.1,TraesCS5A03G0850600.1,TraesCS5A03G0850600.1,,473,False,False,,TraesCS5A03G0850600.1,,13.53,1.0,0.999,0.0,3,0,3,5,0,5,0,0,0,,,"TraesCS5B03G0893700.1, TraesCS5B03G0893700.2, TraesCS5D03G0812800.1, TraesCS5D03G0812800.2"
145,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G0894100.1,TraesCS5A03G0894100.1,TraesCS5A03G0894100.1,,481,False,False,,TraesCS5A03G0894100.1,,19.75,1.0,0.999,0.0,4,0,4,11,0,11,0,0,0,,,TraesCS5A03G0894100.2
146,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G0895100.1,TraesCS5A03G0895100.1,TraesCS5A03G0895100.1,,307,False,False,,TraesCS5A03G0895100.1,,8.79,1.0,0.999,0.0,2,0,2,3,0,3,0,0,0,,,"TraesCS5A03G0895100.2, TraesCS5B03G0941500.1, TraesCS5B03G0941500.2, TraesCS5B03G0941800LC.1, TraesCS5D03G0857200LC.1"
147,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G0925000.1,TraesCS5A03G0925000.1,TraesCS5A03G0925000.1,,266,False,False,,TraesCS5A03G0925000.1,,60.53,1.0,0.999,0.0,8,1,1,39,8,8,0,0,0,,,
148,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G0978700.1,TraesCS5A03G0978700.1,TraesCS5A03G0978700.1,,503,False,False,,TraesCS5A03G0978700.1,,10.14,1.0,0.999,0.0,3,1,3,4,1,4,0,0,0,,,
149,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G1045500.1,TraesCS5A03G1045500.1,TraesCS5A03G1045500.1,,289,False,False,,TraesCS5A03G1045500.1,,13.49,1.0,0.999,0.0,2,2,2,12,12,12,0,0,0,N-term(42.0106),,
150,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G1045700.2,TraesCS5A03G1045700.2,TraesCS5A03G1045700.2,,238,False,False,,TraesCS5A03G1045700.2,,22.69,1.0,0.999,0.0,3,0,3,14,0,14,0,0,0,N-term(42.0106),,TraesCS5B03G1101100.1
151,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5B03G0413000.1,TraesCS5B03G0413000.1,TraesCS5B03G0413000.1,,115,False,False,,TraesCS5B03G0413000.1,,27.83,1.0,0.999,0.0,2,0,2,4,0,4,0,0,0,,,"TraesCS5B03G0413000.2, TraesCS5D03G0384400.1, TraesCS5D03G0384400.2"
152,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5B03G0449100.1,TraesCS5B03G0449100.1,TraesCS5B03G0449100.1,,365,False,False,,TraesCS5B03G0449100.1,,10.96,1.0,0.999,0.0,2,0,2,4,0,4,0,0,0,,,"TraesCS5B03G0449100.2, TraesCS5D03G0421800.1"
153,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5B03G0975600.1,TraesCS5B03G0975600.1,TraesCS5B03G0975600.1,,266,False,False,,TraesCS5B03G0975600.1,,66.17,1.0,0.999,0.0,9,2,9,36,11,36,0,0,0,"4M(15.9949), 8M(15.9949)",,
154,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5B03G1052600.1,TraesCS5B03G1052600.1,TraesCS5B03G1052600.1,,150,False,False,,TraesCS5B03G1052600.1,,65.33,1.0,0.999,0.0,4,1,3,5,2,4,0,0,0,N-term(42.0106),,
155,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5B03G1068800.1,TraesCS5B03G1068800.1,TraesCS5B03G1068800.1,,505,False,False,,TraesCS5B03G1068800.1,,7.33,1.0,0.999,0.0,2,0,2,5,0,5,0,0,0,,,TraesCS5D03G0965400.1
156,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5B03G1095000.1,TraesCS5B03G1095000.1,TraesCS5B03G1095000.1,,601,False,False,,TraesCS5B03G1095000.1,,7.49,1.0,0.999,0.0,3,2,3,4,2,4,0,0,0,,,
157,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5B03G1099900.1,TraesCS5B03G1099900.1,TraesCS5B03G1099900.1,,256,False,False,,TraesCS5B03G1099900.1,,15.23,1.0,0.999,0.0,2,0,2,11,0,11,0,0,0,N-term(42.0106),,TraesCS5B03G1099900.2
158,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5D03G0065000.1,TraesCS5D03G0065000.1,TraesCS5D03G0065000.1,,224,False,False,,TraesCS5D03G0065000.1,,15.62,1.0,0.9989,0.0,2,2,2,4,4,4,0,0,0,,,
159,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5D03G0067400.1,TraesCS5D03G0067400.1,TraesCS5D03G0067400.1,,325,False,False,,TraesCS5D03G0067400.1,,14.15,1.0,0.999,0.0,3,0,3,5,0,5,0,0,0,,,TraesCS5D03G0067400.2
160,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5D03G0511400.1,TraesCS5D03G0511400.1,TraesCS5D03G0511400.1,,509,False,False,,TraesCS5D03G0511400.1,,9.82,1.0,0.999,0.0,2,1,2,3,1,3,0,0,0,,,
161,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5D03G0856300.1,TraesCS5D03G0856300.1,TraesCS5D03G0856300.1,,465,False,False,,TraesCS5D03G0856300.1,,17.42,1.0,0.999,0.0,3,0,3,9,0,9,0,0,0,,,TraesCS5D03G0856300.2
162,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5D03G0884200.1,TraesCS5D03G0884200.1,TraesCS5D03G0884200.1,,266,False,False,,TraesCS5D03G0884200.1,,60.53,1.0,0.999,0.0,8,2,3,35,8,17,0,0,0,4M(15.9949),,
163,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5D03G0953200.1,TraesCS5D03G0953200.1,TraesCS5D03G0953200.1,,152,False,False,,TraesCS5D03G0953200.1,,58.55,1.0,0.999,0.0,2,2,2,6,6,6,0,0,0,N-term(42.0106),,
164,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5D03G0978900.1,TraesCS5D03G0978900.1,TraesCS5D03G0978900.1,,404,False,False,,TraesCS5D03G0978900.1,,21.78,1.0,0.999,0.0,5,0,5,13,0,13,0,0,0,,,TraesCS5D03G0978900.2
165,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5D03G0989900.1,TraesCS5D03G0989900.1,TraesCS5D03G0989900.1,,270,False,False,,TraesCS5D03G0989900.1,,14.44,1.0,0.999,0.0,2,2,2,15,15,15,0,0,0,N-term(42.0106),,
166,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5D03G0990100.1,TraesCS5D03G0990100.1,TraesCS5D03G0990100.1,,237,False,False,,TraesCS5D03G0990100.1,,22.78,1.0,0.999,0.0,3,2,2,12,11,11,0,0,0,N-term(42.0106),,
167,PXD004720,bread wheat,embryo,single,protein,no,TraesCS6A03G0107000.1,TraesCS6A03G0107000.1,TraesCS6A03G0107000.1,,206,False,False,,TraesCS6A03G0107000.1,,11.65,1.0,0.999,0.0,1,0,1,5,0,5,0,0,0,20M(15.9949),,"TraesCS6A03G0107000.2, TraesCS6B03G0149600.1, TraesCS6B03G0149600.2, TraesCS6D03G0114300.1"
168,PXD004720,bread wheat,embryo,single,protein,no,TraesCS6A03G0154800.1,TraesCS6A03G0154800.1,TraesCS6A03G0154800.1,,185,False,False,,TraesCS6A03G0154800.1,,31.89,1.0,0.999,0.0,3,2,3,6,4,6,0,0,0,1C(57.0214),,
169,PXD004720,bread wheat,embryo,single,protein,no,TraesCS6A03G0212600.1,TraesCS6A03G0212600.1,TraesCS6A03G0212600.1,,238,False,False,,TraesCS6A03G0212600.1,,7.98,1.0,0.999,0.0,1,0,1,4,0,4,0,0,0,18M(15.9949),,TraesCS6B03G0301000.1
170,PXD004720,bread wheat,embryo,single,protein,no,TraesCS6A03G0263000.1,TraesCS6A03G0263000.1,TraesCS6A03G0263000.1,,344,False,False,,TraesCS6A03G0263000.1,,9.88,1.0,0.999,0.0,2,2,2,6,6,6,0,0,0,16M(15.9949),,
